"","respid","sample","int_date","fcall","attempt","refusal","lang","cregion","state","density","usr","scregion","sstate","sdensity","susr","llitext0","llitext","qintro2","phase","qs1","qa1","q1c1","qc1a","qb2","qb3","qb4","qb5","qa6","qa8","qa9a","qa9b","qa9c","qa9d","qa9e","qa9f","qa9g","q11a","q11b","q11c_b","q11e_b","q11h_b","q11i_b","q11j_b","q11at","q11bt","qb12"
"1154",1655,"Landline",140205,140205,1,"No","English","West","California","Lowest","U  ","West","California","Lowest","U  ",NA,"Youngest Female","Youngest Female",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Rural area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Important","Not too important","Not too important","Not too important","Important","Important","Mostly unfavorable","Very unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"1155",1656,"Landline",140207,140205,6,"No","English","West","California","Highest","U  ","West","California","Highest","U  ",NA,"Youngest Female","Youngest Female",1,NA,"Not too happy",NA,NA,NA,NA,NA,NA,"City","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Important","Important","Important","Important","Important","Important","Important","Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"1156",1657,"Landline",140205,140205,1,"No","English","West","Washington","2","S  ","West","Washington","2","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Important","Not too important","Not too important","Not too important","Not too important","Not too important","Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"1157",1658,"Landline",140205,140205,1,"No","English","West","Oregon","Lowest","R  ","West","Oregon","Lowest","R  ",NA,"Youngest Male","Youngest Male",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Small town","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Important","Not too important","Important","Not too important","Not too important","Important","(VOL) Can't rate","(VOL) Can't rate",NA,NA,NA,NA,NA,NA,NA,NA
"1158",1660,"Landline",140205,140205,1,"No","English","West","Washington","Lowest","S  ","West","Washington","Lowest","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Rural area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Important","Not too important","Not too important","Not too important","Not too important","Important","Important","Very unfavorable","Very favorable",NA,NA,NA,NA,NA,NA,NA,NA
"1159",1661,"Landline",140205,140205,1,"No","English","West","California","Highest","U  ","West","California","Highest","U  ",NA,"Youngest Male","Youngest Male",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"City","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Important","Important","Important","Not too important","Important","Not too important","Not too important","Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"1160",1662,"Landline",140205,140205,1,"No","English","West","California","Highest","U  ","West","California","Highest","U  ",NA,"Youngest Male","Youngest Male",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"City","(VOL) Don't know/Refused","Important","Important","(VOL) Don't know/Refused","(VOL) Don't know/Refused","Important","Not too important","Important","Very unfavorable","(VOL) Can't rate",NA,NA,NA,NA,NA,NA,NA,NA
"1161",1663,"Landline",140205,140205,1,"No","English","West","Washington","4","U  ","West","Washington","4","U  ",NA,"Youngest Male","Youngest Male",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Important","Important","Important","Not too important","Important","Not too important","Important","Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"1162",1665,"Landline",140205,140205,3,"No","English","West","California","4","U  ","West","California","4","U  ",NA,"Youngest Male","Youngest Male",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Important","Important","Not too important","Not too important","Important","Important","Very unfavorable","Very favorable",NA,NA,NA,NA,NA,NA,NA,NA
"1163",1666,"Landline",140205,140205,3,"No","English","West","Nevada","2","S  ","West","Nevada","2","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Important","Not too important","Not too important","Not too important","Not too important","Not too important","Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"1164",1667,"Landline",140205,140205,2,"No","English","West","California","Lowest","S  ","West","California","Lowest","S  ",NA,"Youngest Male","Youngest Male",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Small town","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Important","Important","Not too important","Important","Important","Not too important","Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"1165",1668,"Landline",140205,140205,2,"No","English","West","California","Highest","U  ","West","California","Highest","U  ",NA,"Youngest Male","Youngest Male",1,NA,"(VOL) Don't know/Refused",NA,NA,NA,NA,NA,NA,"Suburban area","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Not too important","Not too important","Not too important","Important","Not too important","Not too important","(VOL) Can't rate","Very unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"1166",1669,"Landline",140205,140205,3,"No","English","West","Oregon","Lowest","U  ","West","Oregon","Lowest","U  ",NA,"Youngest Female","Youngest Female",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Rural area","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Important","Important","Not too important","Important","Important","Not too important","Very unfavorable","Very favorable",NA,NA,NA,NA,NA,NA,NA,NA
"1167",1670,"Landline",140205,140205,3,"No","English","West","California","Lowest","R  ","West","California","Lowest","R  ",NA,"Youngest Female","Youngest Female",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Rural area","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","(VOL) Don't know/Refused","Not too important","Important","Not too important","Important","Not too important","Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"1168",1671,"Landline",140205,140205,3,"No","English","West","California","2","S  ","West","California","2","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Not too happy",NA,NA,NA,NA,NA,NA,"Small town","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","(VOL) Don't know/Refused","Important","(VOL) Don't know/Refused","Not too important","Important","Important","Important","Mostly unfavorable","Very unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"1169",1672,"Landline",140205,140205,2,"No","English","West","Washington","4","S  ","West","Washington","4","S  ",NA,"Youngest Male","Youngest Male",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"City","A community where houses are larger/farther apart, but schools/stores are several miles away","Important","Important","Important","Important","Important","Important","Important","Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"1170",1673,"Landline",140205,140205,3,"No","English","West","Nevada","2","S  ","West","Nevada","2","S  ",NA,"Youngest Male","Youngest Male",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Important","Not too important","Not too important","Important","Important","Important","Very unfavorable","Very unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"1171",1674,"Landline",140205,140205,3,"No","English","West","California","3","S  ","West","California","3","S  ",NA,"Youngest Male","Youngest Male",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"City","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Important","Important","Not too important","Important","Not too important","Important","Very unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"1172",1676,"Landline",140206,140206,5,"No","English","South","Florida","4","S  ","South","Florida","4","S  ",NA,"Youngest Male","Youngest Male",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Not too important","Not too important","Not too important","Important","Important","Not too important","Mostly favorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"1173",1677,"Landline",140206,140206,4,"No","English","South","Florida","4","S  ","South","Florida","4","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Important","Important","Not too important","Not too important","Not too important","Important","Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"1174",1678,"Landline",140206,140206,3,"No","English","South","Florida","3","S  ","South","Georgia","3","S  ",NA,"Youngest Female","Youngest Female",1,NA,"Very happy",NA,NA,NA,NA,NA,NA,"Small town","A community where houses are larger/farther apart, but schools/stores are several miles away","Important","Important","Not too important","Important","Not too important","Important","Important","Mostly favorable","Very unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"1175",1680,"Landline",140206,140206,3,"No","English","Midwest","Ohio","Lowest","R  ","Midwest","Ohio","Lowest","R  ",NA,"Youngest Female","Youngest Female",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Rural area","A community where houses are larger/farther apart, but schools/stores are several miles away","Not too important","Not too important","Important","Important","Important","Important","Important","Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"1176",1681,"Landline",140206,140206,3,"No","English","Northeast","Pennsylvania","3","S  ","Northeast","Pennsylvania","3","S  ",NA,"Youngest Male","Youngest Male",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Suburban area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Important","Important","Important","Important","Important","Important","Mostly favorable","Very favorable",NA,NA,NA,NA,NA,NA,NA,NA
"1177",1683,"Landline",140206,140206,2,"No","English","South","North Carolina","2","S  ","South","North Carolina","2","S  ",NA,"Youngest Male","Youngest Male",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"Small town","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Important","Not too important","Important","Not too important","Important","Important","Mostly unfavorable","Mostly favorable",NA,NA,NA,NA,NA,NA,NA,NA
"1178",1684,"Landline",140206,140206,1,"No","English","Midwest","Ohio","2","S  ","Midwest","Ohio","2","S  ",NA,"Youngest Male","Youngest Male",1,NA,"Not too happy",NA,NA,NA,NA,NA,NA,"Rural area","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Important","Not too important","Not too important","Important","Not too important","Important","Important","Mostly unfavorable","Very unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"1179",1686,"Landline",140206,140206,2,"No","English","South","Virginia","2","S  ","South","Virginia","2","S  ",NA,"Youngest Male","Youngest Male",1,NA,"Pretty happy",NA,NA,NA,NA,NA,NA,"City","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Important","Not too important","Not too important","Not too important","Important","Important","Mostly favorable","Mostly unfavorable",NA,NA,NA,NA,NA,NA,NA,NA
"1180",1687,"Landline",140208,140206,5,"No","English","South","Florida","4","U  ","South","Florida","4","U  ",NA,"Youngest Male","Youngest Male",1,NA,"(VOL) Don't know/Refused",NA,NA,NA,NA,NA,NA,"City","A community where the houses are smaller/closer to each other, but schools/stores are within walking distance","Not too important","Not too important","Not too important","Not too important","Important","Not too important","Not too important","Very unfavorable","Very favorable",NA,NA,NA,NA,NA,NA,NA,NA
